category,sleeveType,premium,costPrice,price
vestido jeans solto longo,Manga curta,no,50,50
vestido colado longo,Manga 3/4,no,39,50
calça jeans mom,unknown,yes,15,48
vestido jeans colado curto,Manga longa,no,37,39
vestido jeans solto medio,Manga curta,yes,28,37
vestido jeans solto medio,Manga curta,no,17,22
vestido jeans solto curto,Manga longa,yes,35,40
vestido solto curto,regata,no,23,28
vestido jeans solto longo,Manga curta,yes,36,50
sueter,Manga longa,yes,19,39
saia jeans,unknown,no,30,39
vestido colado longo,Manga curta,no,36,48
calça jeans,unknown,no,38,50
vestido solto longo,Uma manga só,no,34,46
vestido colado curto,regata,no,42,43
vestido colado longo,Manga curta,no,31,45
short jeans,unknown,no,26,36
vestido jeans solto curto,Uma manga só,no,31,36
vestido jeans solto medio,Uma manga só,yes,17,25
vestido colado longo,regata,no,17,32
calça skinny,unknown,no,32,36
vestido solto longo,Uma manga só,yes,25,43
blazer,Manga longa,no,33,43
blazer,Manga longa,yes,35,49
cardigan,Manga longa,yes,20,39
calça mom,unknown,yes,29,38
vestido colado medio,Manga curta,no,22,28
calça jeans aladin,unknown,yes,44,50
saia,unknown,yes,19,36
vestido jeans solto curto,regata,no,37,38
short jeans,unknown,no,16,30
macacao longo,Manga longa,no,20,35
cropped,regata,no,11,20
vestido jeans solto longo,regata,no,28,43
calça wide leg,unknown,no,39,42
short jeans,unknown,no,20,30
cardigan,Manga longa,yes,26,40
macaquinho,Manga curta,yes,45,46
saia,unknown,yes,18,35
sueter,Manga longa,no,36,40
vestido jeans colado medio,regata,no,30,35
vestido jeans solto longo,regata,yes,36,50
short jeans,unknown,no,24,34
vestido jeans colado medio,Manga curta,no,42,43
vestido colado medio,regata,yes,22,31
macacao longo,Uma manga só,yes,22,42
short jeans,unknown,no,27,36
leggings,unknown,yes,28,39
vestido jeans colado medio,Manga 3/4,no,18,23
calça mom,unknown,no,26,35
short jeans,unknown,yes,22,37
macaquinho,Manga 3/4,no,19,34
vestido jeans colado curto,Manga curta,yes,20,30
short,unknown,no,23,31
cropped,Manga curta,no,23,26
blazer,Manga longa,yes,16,39
blazer,Manga longa,yes,35,48
saia,unknown,no,29,32
short,unknown,no,15,30
saia jeans,unknown,yes,34,46
short jeans,unknown,no,37,42
short jeans,unknown,no,40,44
cropped,Manga curta,no,27,28
vestido solto longo,Manga 3/4,no,37,48
short jeans,unknown,no,27,37
cropped,Uma manga só,no,31,32
calça jeans,unknown,no,41,50
vestido colado longo,regata,yes,25,46
saia jeans,unknown,no,22,32
blazer,Manga longa,no,34,44
vestido solto medio,Manga longa,no,16,21
vestido jeans solto curto,Manga 3/4,no,18,23
short,unknown,yes,35,42
jaqueta,Manga longa,no,34,44
vestido colado medio,regata,no,25,29
calça wide leg,unknown,yes,36,44
vestido jeans colado medio,Uma manga só,no,33,36
blazer,Manga longa,no,26,40
calça jeans skinny,unknown,yes,24,50
vestido jeans colado medio,Manga 3/4,yes,30,38
vestido jeans colado medio,regata,no,27,32
calça skinny,unknown,yes,32,41
saia jeans,unknown,no,20,30
short jeans,unknown,yes,20,34
macaquinho,Manga curta,no,28,38
calça wide leg,unknown,yes,50,50
calça wide leg,unknown,no,25,35
cropped,Manga 3/4,no,27,29
cropped,regata,no,15,20
blazer,Manga longa,yes,24,44
calça mom,unknown,no,40,42
short,unknown,yes,33,39
calça skinny,unknown,yes,38,43
short,unknown,yes,24,36
vestido jeans colado medio,Manga curta,yes,25,34
short,unknown,no,50,50
cropped,Manga longa,no,41,43
vestido jeans colado curto,Uma manga só,no,28,32
calça jeans mom,unknown,no,28,48
t-shirt,unknown,yes,30,36
jaqueta,Manga longa,no,25,41
cropped,Manga curta,no,16,21
vestido solto longo,Uma manga só,yes,16,36
vestido jeans colado curto,Uma manga só,no,18,23
vestido jeans colado medio,Manga longa,no,34,36
blazer,Manga longa,no,40,50
saia jeans,unknown,no,29,39
leggings,unknown,yes,18,34
calça jeans skinny,unknown,no,37,50
short,unknown,no,17,30
calça jeans mom,unknown,yes,38,51
saia jeans,unknown,no,35,40
calça wide leg,unknown,yes,23,37
calça jeans,unknown,yes,38,50
short jeans,unknown,yes,31,43
vestido solto longo,Manga 3/4,no,16,31
vestido jeans solto curto,Manga 3/4,no,27,33
blusa,regata,no,14,20
calça jeans skinny,unknown,no,46,48
t-shirt,unknown,no,27,29
calça jeans mom,unknown,no,25,45
short,unknown,no,24,32
vestido colado longo,Manga longa,no,27,42
calça jeans aladin,unknown,no,21,46
calça jeans skinny,unknown,no,21,45
vestido jeans solto curto,Manga longa,yes,40,45
saia,unknown,no,20,30
calça skinny,unknown,no,23,32
vestido colado longo,Manga 3/4,no,22,37
calça jeans wide leg,unknown,yes,29,50
saia jeans,unknown,no,28,38
short jeans,unknown,no,25,35
leggings,unknown,yes,33,40
blazer,Manga longa,yes,26,42
vestido jeans colado curto,regata,no,29,34
vestido jeans solto curto,Manga curta,no,18,23
vestido colado longo,regata,no,39,49
blazer,Manga longa,no,30,40
blusa,Manga longa,no,22,26
vestido colado curto,regata,yes,37,42
calça jeans wide leg,unknown,yes,16,50
calça jeans skinny,unknown,yes,21,49
calça,unknown,no,23,33
vestido jeans solto curto,regata,yes,37,44
vestido jeans solto medio,Manga longa,yes,40,45
vestido jeans solto curto,Manga 3/4,no,45,46
short,unknown,yes,29,37
vestido solto longo,Manga longa,no,18,33
t-shirt,unknown,no,26,27
calça aladin,unknown,no,29,35
vestido solto longo,regata,no,39,49
sueter,Manga longa,no,40,42
vestido solto longo,regata,no,24,39
vestido colado longo,regata,yes,20,39
saia,unknown,yes,34,41
short,unknown,yes,28,37
calça jeans wide leg,unknown,yes,22,48
vestido colado curto,Uma manga só,no,21,26
saia,unknown,yes,36,40
short jeans,unknown,no,35,40
calça wide leg,unknown,no,32,36
vestido jeans solto longo,Manga 3/4,no,40,50
t-shirt,unknown,yes,28,32
macacao longo,Manga longa,yes,37,50
cardigan,Manga longa,no,30,40
jaqueta,Manga longa,yes,22,42
t-shirt,unknown,no,33,34
saia,unknown,no,31,33
saia,unknown,no,35,36
vestido jeans solto longo,Manga curta,no,37,48
sueter,Manga longa,yes,36,45
short,unknown,no,26,32
calça skinny,unknown,yes,22,36
saia,unknown,no,17,29
vestido jeans colado medio,Manga curta,no,37,39
vestido solto longo,Manga curta,no,16,31
vestido jeans solto curto,Manga curta,no,25,30
calça skinny,unknown,no,22,32
saia jeans,unknown,no,35,39
vestido colado longo,Uma manga só,no,23,38
t-shirt,unknown,yes,13,25
saia jeans,unknown,yes,28,42
vestido jeans colado medio,Manga curta,no,36,37
vestido jeans colado medio,Manga curta,no,16,21
calça,unknown,yes,38,45
vestido jeans solto curto,regata,yes,22,32
saia jeans,unknown,yes,16,34
vestido jeans solto curto,Uma manga só,no,31,36
t-shirt,unknown,no,22,26
vestido colado curto,Manga 3/4,no,19,24
short,unknown,no,26,32
calça aladin,unknown,no,26,35
blazer,Manga longa,yes,36,50
cropped,regata,no,30,31
vestido jeans colado medio,Uma manga só,no,16,21
saia jeans,unknown,no,22,32
vestido colado longo,Manga 3/4,no,45,45
blazer,Manga longa,no,39,50
calça jeans wide leg,unknown,yes,34,51
macaquinho,Uma manga só,no,17,31
saia jeans,unknown,no,32,40
vestido solto longo,Manga curta,no,21,36
calça jeans,unknown,no,41,50
macacao longo,regata,no,26,40
vestido jeans solto medio,regata,no,25,30
macaquinho,Manga 3/4,yes,25,38
calça jeans mom,unknown,no,43,51
sueter,Manga longa,no,35,40
vestido colado longo,Uma manga só,yes,35,50
t-shirt,unknown,no,24,27
vestido jeans colado medio,Manga longa,no,32,35
calça,unknown,no,33,37
saia jeans,unknown,yes,23,38
vestido colado longo,Uma manga só,yes,28,48
calça skinny,unknown,no,17,30
vestido colado longo,Manga curta,no,34,47
saia,unknown,no,18,30
vestido colado medio,Uma manga só,yes,21,29
cardigan,Manga longa,yes,24,38
vestido jeans colado curto,Manga 3/4,no,21,26
vestido jeans colado curto,Manga curta,no,42,43
vestido colado curto,regata,no,33,36
vestido jeans colado medio,Manga 3/4,no,40,42
vestido jeans colado medio,Uma manga só,no,15,20
short jeans,unknown,no,15,30
calça aladin,unknown,no,38,40
vestido jeans solto medio,Manga longa,no,38,39
calça jeans wide leg,unknown,no,16,44
blazer,Manga longa,no,20,35
blazer,Manga longa,no,39,49
saia,unknown,yes,44,46
leggings,unknown,yes,17,35
vestido jeans colado medio,Manga longa,no,34,36
t-shirt,unknown,yes,23,31
saia jeans,unknown,no,22,32
saia,unknown,no,40,41
vestido solto longo,Uma manga só,yes,37,50
blazer,Manga longa,no,34,44
sueter,Manga longa,no,26,35
short jeans,unknown,no,30,40
vestido colado longo,Uma manga só,yes,37,50
vestido jeans solto curto,Manga curta,no,27,32
vestido jeans colado medio,Manga 3/4,yes,22,30
calça mom,unknown,no,28,35
cropped,regata,no,10,20
saia,unknown,yes,37,44
cardigan,Manga longa,no,28,38
vestido jeans colado medio,Manga 3/4,yes,43,43
sueter,Manga longa,no,38,41
short jeans,unknown,no,38,43
calça jeans,unknown,no,32,50
blazer,Manga longa,yes,39,50
blusa,Uma manga só,no,18,24
blusa,regata,no,16,21
vestido solto longo,Uma manga só,no,30,45
jaqueta,Manga longa,yes,40,50
macacao longo,Uma manga só,yes,26,45
calça,unknown,no,15,30
blusa,regata,no,20,25
macacao longo,Manga 3/4,no,17,35
saia,unknown,no,16,30
blusa,Manga longa,no,32,32
vestido jeans solto medio,regata,no,33,36
jaqueta,Manga longa,no,30,40
vestido colado longo,Manga curta,no,21,36
vestido solto medio,Manga longa,no,15,21
jaqueta,Manga longa,yes,22,42
vestido jeans solto curto,Uma manga só,yes,36,41
vestido solto longo,Manga longa,yes,25,45
calça jeans skinny,unknown,no,16,45
vestido jeans colado curto,Manga 3/4,no,36,38
t-shirt,unknown,no,25,27
vestido jeans solto longo,regata,no,25,40
saia jeans,unknown,yes,17,34
calça,unknown,no,35,37
vestido jeans solto curto,Manga longa,no,21,26
jaqueta,Manga longa,no,23,38
jaqueta,Manga longa,yes,29,44
vestido jeans solto longo,Uma manga só,yes,32,49
vestido jeans colado curto,Uma manga só,yes,39,45
cardigan,Manga longa,no,18,33
calça jeans aladin,unknown,no,32,50
cardigan,Manga longa,yes,37,46
blusa,Manga longa,no,10,20
vestido jeans solto medio,regata,yes,19,27
calça jeans,unknown,yes,31,50
calça jeans aladin,unknown,yes,17,49
saia jeans,unknown,no,33,40
vestido solto longo,Uma manga só,yes,27,47
vestido jeans colado medio,Manga curta,no,28,33
short,unknown,yes,16,33
calça jeans,unknown,no,17,45
vestido jeans solto medio,Manga 3/4,yes,34,41
saia jeans,unknown,no,18,30
vestido jeans solto medio,regata,yes,34,41
calça skinny,unknown,no,40,42
short jeans,unknown,yes,26,40
vestido jeans colado medio,Uma manga só,no,25,30
vestido jeans solto medio,Uma manga só,yes,27,36
short,unknown,no,18,30
vestido jeans colado curto,regata,no,32,36
blusa,Uma manga só,yes,17,27
macaquinho,Manga curta,no,21,35
sueter,Manga longa,no,20,35
cropped,Manga curta,no,24,27
vestido jeans colado medio,Uma manga só,no,31,36
vestido jeans colado medio,Uma manga só,no,20,25
saia,unknown,yes,16,35
calça,unknown,no,28,35
blazer,Manga longa,no,48,48
calça jeans skinny,unknown,no,20,44
vestido jeans colado curto,Manga curta,no,26,31
vestido colado longo,Manga longa,no,18,32
cropped,Manga 3/4,no,32,33
calça jeans,unknown,no,47,48
jaqueta,Manga longa,no,36,46
saia,unknown,yes,25,36
vestido solto curto,Uma manga só,no,34,37
vestido jeans colado medio,Manga curta,yes,35,41
vestido solto curto,Manga longa,no,27,33
vestido jeans solto medio,Manga 3/4,no,17,22
calça jeans skinny,unknown,no,21,45
vestido solto longo,Manga longa,yes,24,44
t-shirt,unknown,no,30,31
calça jeans mom,unknown,no,25,45
calça jeans skinny,unknown,yes,36,50
vestido solto medio,Manga 3/4,no,18,23
vestido jeans solto longo,Uma manga só,no,38,49
vestido jeans solto medio,Manga curta,yes,19,29
t-shirt,unknown,yes,24,30
t-shirt,unknown,no,28,30
vestido jeans colado curto,Manga 3/4,no,21,26
calça jeans,unknown,yes,20,48
vestido jeans solto curto,Manga curta,no,37,38
vestido jeans solto curto,Manga curta,no,24,28
short,unknown,no,31,33
calça jeans skinny,unknown,no,40,50
saia jeans,unknown,no,25,34
vestido jeans solto curto,Uma manga só,yes,21,29
short,unknown,yes,50,50
vestido colado longo,Manga longa,no,22,37
blazer,Manga longa,no,17,36
vestido solto longo,Manga curta,yes,33,50
calça aladin,unknown,yes,37,45
vestido colado longo,Manga curta,no,45,46
sueter,Manga longa,no,21,35
t-shirt,unknown,yes,12,24
vestido colado longo,Uma manga só,yes,40,50
short,unknown,no,28,32
vestido jeans solto medio,Manga longa,no,16,21
vestido jeans colado medio,Manga curta,no,30,36
saia jeans,unknown,yes,30,44
saia,unknown,yes,47,49
vestido colado longo,Uma manga só,no,26,41
jaqueta,Manga longa,no,28,40
sueter,Manga longa,no,32,40
vestido jeans solto medio,regata,yes,16,26
saia jeans,unknown,no,30,41
short jeans,unknown,no,42,44
vestido jeans colado curto,Manga 3/4,no,45,46
cardigan,Manga longa,no,24,35
vestido jeans colado curto,Uma manga só,no,21,27
vestido jeans solto medio,Uma manga só,no,41,42
calça jeans aladin,unknown,no,29,49
sueter,Manga longa,yes,33,44
blazer,Manga longa,no,15,35
calça aladin,unknown,no,31,36
vestido jeans colado curto,Uma manga só,no,20,25
short jeans,unknown,no,31,40
cropped,Manga 3/4,no,34,35
cardigan,Manga longa,no,39,41
blazer,Manga longa,no,16,35
jaqueta,Manga longa,no,26,40
short,unknown,yes,15,34
sueter,Manga longa,no,40,42
saia,unknown,no,26,32
calça jeans wide leg,unknown,no,24,45
vestido colado curto,Uma manga só,no,16,21
cardigan,Manga longa,no,27,37
blazer,Manga longa,yes,28,44
vestido jeans solto medio,Manga 3/4,yes,19,28
jaqueta,Manga longa,no,16,35
short jeans,unknown,no,36,41
macaquinho,Manga 3/4,no,24,35
calça jeans,unknown,no,49,49
calça jeans mom,unknown,yes,27,50
vestido jeans solto medio,Manga 3/4,yes,37,42
short jeans,unknown,yes,23,37
saia,unknown,no,17,30
vestido solto longo,Uma manga só,no,30,45
vestido jeans colado curto,Uma manga só,yes,37,41
calça skinny,unknown,yes,21,36
saia,unknown,no,27,31
macaquinho,Manga longa,no,46,47
calça wide leg,unknown,no,16,30
macacao longo,Uma manga só,yes,27,44
vestido solto curto,Manga longa,no,36,37
macaquinho,Manga longa,no,32,40
calça wide leg,unknown,no,31,35
saia jeans,unknown,yes,31,43
sueter,Manga longa,no,34,41
calça jeans aladin,unknown,no,40,51
saia,unknown,no,15,30
macaquinho,Uma manga só,no,35,40
t-shirt,unknown,no,33,34
macaquinho,Manga 3/4,yes,18,36
vestido solto longo,regata,yes,31,49
vestido colado longo,Uma manga só,no,19,34
jaqueta,Manga longa,no,25,40
saia jeans,unknown,no,22,32
sueter,Manga longa,no,24,35
jaqueta,Manga longa,no,38,48
vestido colado medio,Manga longa,no,31,35
calça,unknown,no,27,35
macacao longo,Manga 3/4,no,35,45
saia,unknown,no,23,31
saia,unknown,no,19,30
short jeans,unknown,yes,22,35
sueter,Manga longa,no,20,35
blazer,Manga longa,no,28,39
macacao longo,Manga curta,no,23,38
calça wide leg,unknown,no,22,32
vestido solto longo,regata,no,21,36
short,unknown,yes,27,36
calça jeans aladin,unknown,no,41,51
vestido solto longo,regata,no,22,37
vestido jeans colado curto,Manga longa,yes,36,43
saia,unknown,yes,32,39
cropped,regata,yes,34,38
cardigan,Manga longa,no,22,35
calça jeans wide leg,unknown,no,17,45
short,unknown,yes,17,36
short,unknown,no,29,31
sueter,Manga longa,yes,24,39
vestido solto curto,Manga curta,no,37,38
macacao longo,Manga longa,yes,40,50
cropped,Manga curta,no,12,20
vestido jeans colado medio,Uma manga só,no,17,23
vestido jeans colado medio,Manga longa,yes,27,36
vestido jeans colado medio,Manga 3/4,no,22,27
blusa,Manga longa,no,26,28
vestido solto curto,Uma manga só,no,37,39
macacao longo,Uma manga só,yes,35,49
calça wide leg,unknown,no,19,30
blusa,Manga curta,no,30,31
calça jeans wide leg,unknown,yes,46,47
blazer,Manga longa,no,28,40
cropped,Uma manga só,no,26,27
t-shirt,unknown,no,27,29
vestido jeans solto medio,Manga longa,no,40,42
calça jeans aladin,unknown,no,25,45
saia,unknown,no,39,41
vestido solto curto,Manga curta,no,38,39
macacao longo,Uma manga só,no,17,35
vestido jeans colado curto,Manga curta,no,35,37
short jeans,unknown,no,38,44
blazer,Manga longa,yes,23,41
vestido jeans colado medio,Manga curta,no,28,32
short jeans,unknown,yes,15,33
macaquinho,Uma manga só,no,22,36
saia,unknown,no,39,41
vestido jeans solto longo,Manga 3/4,no,16,31
calça jeans wide leg,unknown,no,26,46
vestido jeans solto curto,Manga longa,no,28,33
vestido jeans colado curto,Manga curta,no,33,36
vestido jeans solto longo,Manga 3/4,no,27,42
calça jeans aladin,unknown,no,39,50
cardigan,Manga longa,yes,30,43
vestido jeans solto medio,regata,no,20,25
vestido solto longo,Manga 3/4,yes,27,47
sueter,Manga longa,yes,26,40
saia jeans,unknown,yes,39,47
vestido colado longo,Uma manga só,no,34,47
vestido jeans colado medio,Uma manga só,no,22,27
vestido jeans colado medio,Manga curta,yes,42,43
cardigan,Manga longa,no,30,40
calça aladin,unknown,no,33,37
vestido jeans colado curto,Manga 3/4,no,17,22
short,unknown,no,22,31
vestido jeans solto longo,Uma manga só,no,36,48
sueter,Manga longa,no,18,33
saia,unknown,no,38,40
sueter,Manga longa,yes,16,36
cardigan,Manga longa,no,16,30
vestido colado medio,regata,no,36,38
saia,unknown,yes,29,36
calça jeans,unknown,no,17,45
calça jeans wide leg,unknown,no,37,50
macaquinho,Manga curta,yes,35,43
saia jeans,unknown,no,39,45
vestido colado longo,Manga longa,yes,36,50
cropped,regata,no,30,31
t-shirt,unknown,no,21,25
macacao longo,Uma manga só,no,22,37
short jeans,unknown,no,19,30
t-shirt,unknown,no,33,34
jaqueta,Manga longa,no,16,35
macaquinho,Uma manga só,no,35,40
calça wide leg,unknown,no,16,30
vestido jeans solto curto,Manga curta,no,37,38
calça,unknown,no,40,42
calça mom,unknown,no,31,36
calça jeans wide leg,unknown,yes,39,50
vestido jeans colado medio,Manga longa,no,35,37
vestido solto longo,regata,no,19,33
jaqueta,Manga longa,no,40,50
macacao longo,Manga 3/4,no,16,35
vestido colado longo,regata,no,26,41
short jeans,unknown,no,37,42
macaquinho,Manga 3/4,no,25,35
saia,unknown,no,37,39
saia jeans,unknown,no,19,30
calça jeans mom,unknown,no,45,49
cardigan,Manga longa,no,25,36
calça jeans,unknown,no,38,50
macacao longo,Manga 3/4,yes,37,50
calça skinny,unknown,yes,28,39
calça jeans skinny,unknown,yes,34,50
calça skinny,unknown,no,35,39
vestido jeans colado medio,Manga 3/4,no,39,40
saia jeans,unknown,no,37,42
vestido solto longo,Manga curta,yes,26,46
calça jeans wide leg,unknown,yes,32,51
vestido solto longo,Manga longa,yes,19,36
vestido jeans solto longo,Manga curta,no,24,39
short jeans,unknown,no,33,40
jaqueta,Manga longa,no,15,35
vestido solto medio,Manga curta,no,35,37
leggings,unknown,no,20,30
saia jeans,unknown,yes,36,47
blazer,Manga longa,no,40,50
saia jeans,unknown,yes,36,45
saia jeans,unknown,yes,34,44
leggings,unknown,no,25,35
vestido jeans solto curto,Manga longa,no,16,22
vestido jeans solto curto,Manga curta,yes,33,40
calça jeans aladin,unknown,yes,17,48
short,unknown,no,34,36
cropped,regata,yes,15,23
vestido colado longo,Manga longa,no,29,44
calça wide leg,unknown,no,15,30
calça jeans aladin,unknown,no,21,45
vestido jeans solto medio,Manga curta,no,34,37
short jeans,unknown,no,22,32
macacao longo,Uma manga só,no,22,37
calça jeans mom,unknown,yes,22,49
calça jeans mom,unknown,yes,21,49
short jeans,unknown,yes,46,47
vestido colado longo,Uma manga só,no,16,31
short,unknown,no,15,30
